1556494,4,2185378397,Mon Jun 15 17:17:30 PDT 2009,NO_QUERY,Bea_Marie,I'm over it! Lol that was quick... so stoned rite now 
417609,0,2061576213,Sat Jun 06 21:09:29 PDT 2009,NO_QUERY,starbuxmaniac,Simi valley.. Matt missed another birthday cake! 
883501,4,1686138539,Sun May 03 03:57:57 PDT 2009,NO_QUERY,ryanhogan,Today's a great day to get your websites seen @ http://www.trafficpunk.com For Free! 
430217,0,2064284387,Sun Jun 07 05:49:24 PDT 2009,NO_QUERY,Ellietv,It's raining again! 
782836,0,2323762658,Thu Jun 25 01:25:24 PDT 2009,NO_QUERY,CTYN,"Why oh why, Mark Feehily look so decent! "
356929,0,2044451934,Fri Jun 05 09:22:43 PDT 2009,NO_QUERY,sortegac,My baby arrives on Monday alas  #fb
302458,0,1999017415,Mon Jun 01 19:30:13 PDT 2009,NO_QUERY,__kiara__,iM HUNGRY... i DiD WHAT ANY MOTHER SHOULD DO.. i MADE SURE MY SON ATE... BUT NOW WHAT AM i GOiNG TO EAT??? 
1516154,4,2175689713,Mon Jun 15 01:42:33 PDT 2009,NO_QUERY,RonjaBreitzke,Babysitting...cute little thing. 
1215562,4,1989551989,Mon Jun 01 01:58:00 PDT 2009,NO_QUERY,Jamesp0p,Working on some training notes for ASDA 
1552442,4,2184392215,Mon Jun 15 15:50:35 PDT 2009,NO_QUERY,solareclipse2k,@AlexAllTimeLow you shouldn't audio tune so much. You got a fantastic voice 
798920,0,2328768323,Thu Jun 25 09:58:10 PDT 2009,NO_QUERY,chrisk910,Rest in peace Farrah 
723913,0,2261919800,Sat Jun 20 21:34:24 PDT 2009,NO_QUERY,Brisaac,@WaffleQueen I really wish I could talk to you now. It'd be fun. I wish you had AIM or Yahoo or something to talk. 
606379,0,2222573656,Thu Jun 18 07:10:00 PDT 2009,NO_QUERY,artofwfa,I want my Aspy 
562720,0,2205736353,Wed Jun 17 05:20:38 PDT 2009,NO_QUERY,kemkraft,No landscape tweeting in tweetdeck for iPhone.  still a nice app though.
426488,0,2063547554,Sun Jun 07 03:06:05 PDT 2009,NO_QUERY,NotoriousTIMP,I could really go for some nice golden brown steak fries right now. Been craving them for the past few hours. 
918014,4,1753584525,Sun May 10 02:22:29 PDT 2009,NO_QUERY,larizzard,@ArianneFTSK you finally watched he's just not that into you arizzard  justin long is sexy isn't he! i told ya
1093822,4,1970093947,Sat May 30 02:25:45 PDT 2009,NO_QUERY,mdatar,is going for the weekend swim  i louu it!
987014,4,1834623567,Mon May 18 03:38:10 PDT 2009,NO_QUERY,paperlanterns,@whatsername2 im hoping 5... and ill at least do three  probably four... and maybe five... and how awkward would he be to meet??
911871,4,1752089279,Sat May 09 21:01:30 PDT 2009,NO_QUERY,JimQuillen,Classic JT for a Saturday evening  http://bit.ly/LrzJr
1216617,4,1989657756,Mon Jun 01 02:20:24 PDT 2009,NO_QUERY,melons_2009,all star mr and mrs makes me chuckle 
1404924,4,2055106578,Sat Jun 06 08:42:36 PDT 2009,NO_QUERY,ephaw,I love my family and it's always great spending time with them 
1345679,4,2044075503,Fri Jun 05 08:50:03 PDT 2009,NO_QUERY,PennyAsh,need 167 words and I am finito  Woot  #pseudowrimo #writingmuses
1243933,4,1994698895,Mon Jun 01 12:19:14 PDT 2009,NO_QUERY,KermitMash,&quot;don't eat it!&quot; It's a F***ing Arsehole!!!! 
267838,0,1989275481,Mon Jun 01 00:57:42 PDT 2009,NO_QUERY,jorgeguberte,"@teh_lisa I can't, i'm coding.  If i sit on them they just stop typing, and coding without typing is no good. hahaha"
451247,0,2069694987,Sun Jun 07 16:21:18 PDT 2009,NO_QUERY,Twisted4DannyW,Just got home from one crazy fun day of water &amp;&amp; sun. Loves it!! wish i didnt have to work 2morrow 
1153169,4,1978794432,Sun May 31 00:29:38 PDT 2009,NO_QUERY,mizsedz,@xjujubeanx hahaha ur freakn cute  and ur babies will b aswell.
1560048,4,2186246842,Mon Jun 15 18:33:58 PDT 2009,NO_QUERY,hairart1116,@DennisLarkin HEHE...thanks!! 
87993,0,1754682555,Sun May 10 07:03:53 PDT 2009,NO_QUERY,chooyilin,"@eelyntang eeks, sorry to hear.  must be the weather."
380267,0,2052526431,Sat Jun 06 01:02:05 PDT 2009,NO_QUERY,iseemelons,"@akane_takamura ..keep in touch, hm'kay?? How will i ever find another literature buddy who'll lend me really good books?? "
705341,0,2256330547,Sat Jun 20 12:36:44 PDT 2009,NO_QUERY,JohnnyDiggz,@HeavenRiots  bad news bears.
1523241,4,2176551285,Mon Jun 15 04:10:16 PDT 2009,NO_QUERY,stephaniemcg,I'm forming an addiction to dairylea Dunkers jumbo tubes...mmmm they are awsome 
235098,0,1979717825,Sun May 31 04:13:25 PDT 2009,NO_QUERY,woodsybaby,all homo blood. 
367658,0,2049256501,Fri Jun 05 16:33:58 PDT 2009,NO_QUERY,FaBuLoUs_SaMmY,"home, the storm out here is crazy... lets see if we can still have a girls night out "
1459508,4,2063760365,Sun Jun 07 03:58:21 PDT 2009,NO_QUERY,robingavin,"@easybored @hugoahlberg Hell, yes! "
1408845,4,2055759480,Sat Jun 06 09:54:18 PDT 2009,NO_QUERY,enchyta,@pcdmelodyt Hey Melody! Do you have Facebook? Please reply 
941416,4,1794231898,Thu May 14 05:18:37 PDT 2009,NO_QUERY,Tom_Gammon,"Spaghetti on toast  miss carla though, bumerr"
1330891,4,2015890326,Wed Jun 03 05:44:34 PDT 2009,NO_QUERY,lorreiro,http://bit.ly/qfqKw   when this kicks in I get a chill up my spin. 
530034,0,2195731158,Tue Jun 16 11:31:35 PDT 2009,NO_QUERY,emmabegonia,What the crap is going on   ?
415386,0,2061055157,Sat Jun 06 20:05:28 PDT 2009,NO_QUERY,Sexy_naija35,last night was crazy. club cirque...crazy. boys.. ruthless. missed SAT  oh well will take it later on in life. chill mode today
1301518,4,2007561726,Tue Jun 02 12:49:18 PDT 2009,NO_QUERY,savannaislame,taking a shower; and talking to Autumn because she's a great friend and is gonna sit awkwardly in the bathroom  haha
297768,0,1997496054,Mon Jun 01 16:57:13 PDT 2009,NO_QUERY,ahrinnnn,I'M REALLY REALLY HATE THE TEST!!!! 
1198740,4,1985198232,Sun May 31 16:37:46 PDT 2009,NO_QUERY,Alli_Miniero,@elvisduran I realllllly need the miracle worker! I'm dying to see @taylorswift13 at MSG and the tickets are sold out  =( Please help me! 
746649,0,2283153826,Mon Jun 22 12:16:16 PDT 2009,NO_QUERY,joohnnnyboy,"I losttt all my contactssss..   Sooo if u guyss cann please,   Try to text me your number  agenn somehoww..  "
749195,0,2284930610,Mon Jun 22 14:29:44 PDT 2009,NO_QUERY,MadamHeather,is exhausted! 
1317782,4,2014299972,Wed Jun 03 01:04:33 PDT 2009,NO_QUERY,elailabsyou,@_musiclover27_  wow! 
983559,4,1834305220,Mon May 18 02:25:28 PDT 2009,NO_QUERY,miasdarmawan,"@alaksir iyaa, part-time sambil kuliah hoho.. juggling coffee &amp; skripsi at the same time.. doakan saya "
1198892,4,1985217942,Sun May 31 16:40:10 PDT 2009,NO_QUERY,Theo_Jazz,@siirensiiren What is a Fantasia?? The Evolution WAS 06!!! And ermm will u post the track u did for Ci please 
1462163,4,2064000054,Sun Jun 07 04:53:01 PDT 2009,NO_QUERY,JJxTF,"wants Vera to be online......and misses Sam soooo much, cant wait to see her tomorrow  xxxxx"
1096557,4,1970323544,Sat May 30 03:23:29 PDT 2009,NO_QUERY,ChrissyRichter,Tomorror go to the film Hannah Montana 
693208,0,2252671854,Sat Jun 20 06:45:53 PDT 2009,NO_QUERY,lindsaysue,nyt: Iranian Police Reportedly Confront Protesters #iranelection 
1292975,4,2003129863,Tue Jun 02 05:56:26 PDT 2009,NO_QUERY,PurrrpleOrchid,"Just got in from a great night with the hunnie, now shower and relax before heading back to nash to be with him after his workday "
338243,0,2014385097,Wed Jun 03 01:21:13 PDT 2009,NO_QUERY,atomic811,@magicswebpage I am sorry to hear that 
