709825,0,2257732347,Sat Jun 20 14:48:18 PDT 2009,NO_QUERY,bigredmeg,At an art show. Nobody is coming.  poor guy.
556348,0,2204258066,Wed Jun 17 01:44:32 PDT 2009,NO_QUERY,linkinbabe112,ooopppss im having an awful stomachache
316997,0,2002517483,Tue Jun 02 04:26:37 PDT 2009,NO_QUERY,sillyalexis,Screw scary movies. I got no sleep last night because of Drag me to Hell.
1268699,4,2000087571,Mon Jun 01 21:23:10 PDT 2009,NO_QUERY,Mykols,Then something a lil salty
1243554,4,1994609015,Mon Jun 01 12:11:08 PDT 2009,NO_QUERY,tyegoetz,"Rick is comin out today to hang with dad, can't wait ((gramatically incorrect)), should be fun "
346252,0,2016112132,Wed Jun 03 06:11:20 PDT 2009,NO_QUERY,Karen230683,@sara_morgan but it's birthday soon
1000571,4,1880006915,Thu May 21 23:48:35 PDT 2009,NO_QUERY,NatelyRenee,@RoseyDough Thanks!
1190630,4,1983744020,Sun May 31 13:45:02 PDT 2009,NO_QUERY,hollyhalvorsen,"@WeTheTRAVIS after 5 years...and still? come on boy, stop lying to yourself. dont let nerves get the best of you!!! "
197560,0,1971031805,Sat May 30 06:00:51 PDT 2009,NO_QUERY,inimeg,@CrazyBallerina can't. my sal wont be in until next week
268625,0,1989444248,Mon Jun 01 01:33:51 PDT 2009,NO_QUERY,_lucii_,@xxpussy IM SAVING AND I HATE IT. i want a new camera though. but i want the dd stuff aswell.  fml
337090,0,2014139965,Wed Jun 03 00:34:42 PDT 2009,NO_QUERY,danielmking,Lost my glasses when out shooting last night  Got to wear my old crappy ones until the opticians tomorrow! Rubbish!
792767,0,2326393194,Thu Jun 25 06:58:48 PDT 2009,NO_QUERY,HeathersNotBSC,@laura_thompson Noes .   But I did learn some valuable lessons or some junk so it's cool.
1250607,4,1996336663,Mon Jun 01 14:55:00 PDT 2009,NO_QUERY,DustinLawson,My lawn was just mowed Saturday and almost needs it again. Maybe I'll buy a lawn mower this week
982760,4,1834230349,Mon May 18 02:07:54 PDT 2009,NO_QUERY,BobbaTea,updating myspace atm (: add me myspace= www.myspace.com/thisaesthetickid bebo= www.bebo.com/ourannn msn= ask and ill approve.
983329,4,1834281802,Mon May 18 02:19:53 PDT 2009,NO_QUERY,nosmo,@Starrah @MissBox Thanks! I think we'll need it for the most part
386988,0,2053909198,Sat Jun 06 06:03:12 PDT 2009,NO_QUERY,bobeink,At work
935262,4,1792694968,Wed May 13 23:56:25 PDT 2009,NO_QUERY,forbairt,@savagepaul and the clincher for me normally is it dropping me in oranmore
516751,0,2191145992,Tue Jun 16 04:37:42 PDT 2009,NO_QUERY,carbonoxyjenn, bio. physics. math. health. filipino. english. elections. help me i'm drowning in school work.
